Publication_code,Author,Year,Title,Comparison_identifier,Animal,Strain,Sex,Comorbidity,Comorbidity_induction,Age_weeks_min,Age_weeks_mean,Age_weeks_max,Weight_g_min,Weight_g_mean,Weight_g_max,N_control_groups,N_animals_control,N_treatment_groups,N_animals_treatment,N_treatment_to_control,Effective_n_control,Primary_anaesthetic,Secondary_anaesthetic,Surgical_level,Brain_area,RB_dose,RB_dose_units,RB_dose_mgkg,Light_intensity,Light_intensity_units,Light_intensity_Wcm2,Light_type,Light_source,Light_wavelength,Light_aperture,Light_time,Treatment,Treatment_class,Treatment_dose,Treatment_dose_units,Treatment_initial_hour,Treatment_time_class,Infarct_time,Infarct_measurement,Infarct_mean_control,Infarct_error_control,Infarct_mean_treatment,Infarct_error_treatment,Infarct_diff_from_control,Infarct_diff_from_control_error,Infarct_units,Infarct_error_units,Infarct_percent_control,Infarct_percent_treatment,Infarct_SD_control,Infarct_SD_control_percent,Infarct_SD_treatment,Scale_type,Scale_score_control,Scale_error_control,Scale_score_treatment,Scale_error_treatment,Scale_error_units,Scale_time,Multiple_timepoints,Multiple_doses
Kawaguchi_2007,"Kawaguchi, A. T.",2007,Liposome-encapsulated hemoglobin reduces the size of cerebral infarction in the rat: evaluation with photochemically induced thrombosis of the middle cerebral artery,b,Rat,Sprague-Dawley,Male,None,NA,10,11,12,270,283,300,2,5,2,6,1,5,Halothane,NA,Skull breached,Middle cerebral artery (MCA),20,mg/kg,20,NR,NA,NA,Xenon lamp,Xenon,540,3,10,Blood transfusion,Multiple mechanisms,10,ml/kg,0,During stroke,24,TTC (ex vivo),12.01,0.3,13.01,2.2,NA,NA,Direct rLV % whole brain,NR,12.01,13.01,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,No,No
Kawaguchi_2009,"Kawaguchi, A. T.",2009,S-nitrosylated pegylated hemoglobin reduces the size of cerebral infarction in rats,a,Rat,Sprague-Dawley,Male,None,NA,10,10.5,11,270,285,300,1,15,3,7,3,5,Halothane,NA,Skull breached,Middle cerebral artery (MCA),20,mg/kg,20,NR,NA,NA,Xenon lamp,Xenon,540,3,10,SNO-PEG-Hb (S-nitrosylated pegylated hemoglobin),Energy substrates,0.4,ml/kg,0,During stroke,24,TTC (ex vivo),10.34,2.73,7.58,1.55,NA,NA,Direct rLV % whole brain,SD,10.34,7.58,2.73,2.73,1.55,0-3 scale,2,0.19,2,0,NR,24,No,Yes
Kawaguchi_2009,"Kawaguchi, A. T.",2009,S-nitrosylated pegylated hemoglobin reduces the size of cerebral infarction in rats,b,Rat,Sprague-Dawley,Male,None,NA,10,10.5,11,270,285,300,1,10,3,8,3,3.333333333,Halothane,NA,Skull breached,Middle cerebral artery (MCA),20,mg/kg,20,NR,NA,NA,Xenon lamp,Xenon,540,3,10,PEG-Hb (Pegylated hemoglobin),Energy substrates,0.4,ml/kg,0,During stroke,24,TTC (ex vivo),9.55,2.29,11.38,3.59,NA,NA,Direct rLV % whole brain,SD,9.55,11.38,2.29,2.29,3.59,0-3 scale,2,0.19,2.25,0.38,NR,24,No,Yes
Kawai_1995,"Kawai, H.",1995,Effect of argatroban on microthrombi formation and brain damage in the rat middle cerebral artery thrombosis model,a,Rat,Wistar,Male,None,NA,NR,NR,NR,240,250,260,2,6,2,6,1,6,Sodium Pentobarbital,NA,Skull breached,Lenticulostriate branch of MCA,20,mg/kg,20,0.62,W/cm2,0.62,Xenon lamp,Xenon,540,3,10,Argatroban,Thrombolytics,40,mg/kg,3,After stroke,6,Other histology (ex vivo),13.78,1.95,6.96,0.33,NA,NA,Direct rLV % whole brain,SEM,13.78,6.96,4.776504998,4.776504998,0.808331615,None,NA,NA,NA,NA,NA,NA,Yes,No
Kawano_1998,"Kawano, K.",1998,Increased cerebral infarction by cyclic flow reductions: studies in the guinea pig MCA thrombosis model,a,Guinea Pig,Hartley,Male,None,NA,NR,NR,NR,300,375,450,4,6,0,NA,NA,NA,Nitrous oxide,Isoflurane,Skull breached,Lenticulostriate branch of MCA,20,mg/kg,20,0.636,J/cm2,NA,Xenon lamp,Xenon,570,3,10,None,NA,NA,NA,NA,NA,24,TTC (ex vivo),124.9,11.8,NA,NA,NA,NA,mm3,SE,NA,NA,28.90397896,NA,NA,None,NA,NA,NA,NA,NA,NA,No,No
Kawano_1998,"Kawano, K.",1998,Increased cerebral infarction by cyclic flow reductions: studies in the guinea pig MCA thrombosis model,b,Guinea Pig,Hartley,Male,None,NA,NR,NR,NR,300,375,450,4,6,0,NA,NA,NA,Nitrous oxide,Isoflurane,Skull breached,Lenticulostriate branch of MCA,20,mg/kg,20,0.636,J/cm2,NA,Xenon lamp,Xenon,570,3,15,None,NA,NA,NA,NA,NA,24,TTC (ex vivo),158.3,10.8,NA,NA,NA,NA,mm3,SE,NA,NA,26.45448922,NA,NA,None,NA,NA,NA,NA,NA,NA,No,No
Kawano_1998,"Kawano, K.",1998,Increased cerebral infarction by cyclic flow reductions: studies in the guinea pig MCA thrombosis model,c,Guinea Pig,Hartley,Male,None,NA,NR,NR,NR,300,375,450,4,6,0,NA,NA,NA,Nitrous oxide,Isoflurane,Skull breached,Lenticulostriate branch of MCA,20,mg/kg,20,0.636,J/cm2,NA,Xenon lamp,Xenon,570,3,20,None,NA,NA,NA,NA,NA,24,TTC (ex vivo),174.3,17.7,NA,NA,NA,NA,mm3,SE,NA,NA,43.35596845,NA,NA,None,NA,NA,NA,NA,NA,NA,No,No
Kawano_1998,"Kawano, K.",1998,Increased cerebral infarction by cyclic flow reductions: studies in the guinea pig MCA thrombosis model,d,Guinea Pig,Hartley,Male,None,NA,NR,NR,NR,300,375,450,4,6,0,NA,NA,NA,Nitrous oxide,Isoflurane,Skull breached,Lenticulostriate branch of MCA,20,mg/kg,20,0.636,J/cm2,NA,Xenon lamp,Xenon,570,3,30,None,NA,NA,NA,NA,NA,24,TTC (ex vivo),205.3,4.7,NA,NA,NA,NA,mm3,SE,NA,NA,11.51260179,NA,NA,None,NA,NA,NA,NA,NA,NA,No,No
Kawano_1999,"Kawano, K.",1999,Superiority of platelet integrin GPIIb-IIIa receptor antagonist over aspirin in preventing cyclic flow reductions in the guinea pig middle cerebral artery,a,Guinea Pig,Hartley,Male,None,NA,NR,NR,NR,300,375,450,1,10,6,10,6,1.666666667,Nitrous oxide,Isoflurane,Skull breached,Middle cerebral artery (MCA),20,mg/kg,20,0.636,J/cm2,NA,Xenon lamp,Xenon,570,3,10,ME3277,Thrombolytics,3,mg/kg,-0.17,Before stroke,24,Other histology (ex vivo),16.63,1.43,7.03,1.9,NA,NA,Direct rLV % whole brain,SE,16.63,7.03,4.522057054,4.522057054,6.008327554,Other,NR,NR,NR,NR,NR,24,No,Yes
Kawano_1999,"Kawano, K.",1999,Superiority of platelet integrin GPIIb-IIIa receptor antagonist over aspirin in preventing cyclic flow reductions in the guinea pig middle cerebral artery,b,Guinea Pig,Hartley,Male,None,NA,NR,NR,NR,300,375,450,1,10,6,10,6,1.666666667,Nitrous oxide,Isoflurane,Skull breached,Middle cerebral artery (MCA),20,mg/kg,20,0.636,J/cm2,NA,Xenon lamp,Xenon,570,3,10,Ozagrel Sodium,Thrombolytics,30,mg/kg,-0.17,Before stroke,24,Other histology (ex vivo),16.63,1.43,12.2,1.1,NA,NA,Direct rLV % whole brain,SE,16.63,12.2,4.522057054,4.522057054,3.478505426,Other,NR,NR,NR,NR,NR,24,No,Yes
Kawano_1999,"Kawano, K.",1999,Superiority of platelet integrin GPIIb-IIIa receptor antagonist over aspirin in preventing cyclic flow reductions in the guinea pig middle cerebral artery,c,Guinea Pig,Hartley,Male,None,NA,NR,NR,NR,300,375,450,1,10,6,10,6,1.666666667,Nitrous oxide,Isoflurane,Skull breached,Middle cerebral artery (MCA),20,mg/kg,20,0.636,J/cm2,NA,Xenon lamp,Xenon,570,3,10,Aspirin,Thrombolytics,30,mg/kg,-0.17,Before stroke,24,Other histology (ex vivo),16.63,1.43,15.46,1.79,NA,NA,Direct rLV % whole brain,SE,16.63,15.46,4.522057054,4.522057054,5.660477012,Other,NR,NR,NR,NR,NR,24,No,No
Kawano_2000,"Kawano, K. I.",2000,"ME3277, a GPIIb/IIIa antagonist reduces cerebral infarction without enhancing intracranial hemorrhage in photothrombotic occlusion of rabbit middle cerebral artery",a,Rabbit,Japanese White,Male,None,NA,NR,NR,NR,2000,2500,3000,1,10,5,11,5,2,Nitrous oxide,Isoflurane,Skull breached,Middle cerebral artery (MCA),20,mg/kg,20,0.636,W/cm2,0.636,Xenon lamp,Xenon,570,3,20,ME3277,Thrombolytics,12.6,mg/kg,0.5,After stroke,24,TTC (ex vivo),23.6,8.09,12.9,6.63,NA,NA,Direct rLV % whole brain,SD,23.6,12.9,8.09,8.09,6.63,Other,8,2.38,4,3,SD,24,No,Yes
Kawano_2000,"Kawano, K. I.",2000,"ME3277, a GPIIb/IIIa antagonist reduces cerebral infarction without enhancing intracranial hemorrhage in photothrombotic occlusion of rabbit middle cerebral artery",b,Rabbit,Japanese White,Male,None,NA,NR,NR,NR,2000,2500,3000,1,10,5,12,5,2,Nitrous oxide,Isoflurane,Skull breached,Middle cerebral artery (MCA),20,mg/kg,20,0.636,W/cm2,0.636,Xenon lamp,Xenon,570,3,20,Aspirin,Thrombolytics,20,mg/kg,0.5,After stroke,24,TTC (ex vivo),23.6,8.09,15.6,7.01,NA,NA,Direct rLV % whole brain,SD,23.6,15.6,8.09,8.09,7.01,Other,8,2.38,5.42,2.29,SD,24,No,No
Kawano_2000,"Kawano, K. I.",2000,"ME3277, a GPIIb/IIIa antagonist reduces cerebral infarction without enhancing intracranial hemorrhage in photothrombotic occlusion of rabbit middle cerebral artery",c,Rabbit,Japanese White,Male,None,NA,NR,NR,NR,2000,2500,3000,1,10,5,11,5,2,Nitrous oxide,Isoflurane,Skull breached,Middle cerebral artery (MCA),20,mg/kg,20,0.636,W/cm2,0.636,Xenon lamp,Xenon,570,3,20,Ozagrel Sodium,Thrombolytics,49,mg/kg,0.5,After stroke,24,TTC (ex vivo),23.6,8.09,17.85,7.41,NA,NA,Direct rLV % whole brain,SD,23.6,17.85,8.09,8.09,7.41,Other,8,2.38,5.67,2.9,SD,24,No,No
Keiner_2008,"Keiner, S.",2008,Rehabilitative therapies differentially alter proliferation and survival of glial cell populations in the perilesional zone of cortical infarcts,a,Rat,Wistar,Male,None,NA,NR,12,NR,250,275,300,1,6,2,7,2,3,Nitrous oxide,Enflurane,"Scalp retracted, skull intact",Forelimb sensorimotor cortex,10,mg/ml,NA,15,W/cm2,15,Cold light,NR,NR,3,20,Enriched cage environment,Other,10,Days,24,After stroke,240,Other histology (ex vivo),15.28,2.41,18.32,3.13,NA,NA,mm3,SD,0.775240994,0.929477423,2.41,0.122272958,3.13,None,NA,NA,NA,NA,NA,NA,Yes,No
Keiner_2008,"Keiner, S.",2008,Rehabilitative therapies differentially alter proliferation and survival of glial cell populations in the perilesional zone of cortical infarcts,b,Rat,Wistar,Male,None,NA,NR,12,NR,250,275,300,1,6,2,10,2,3,Nitrous oxide,Enflurane,"Scalp retracted, skull intact",Forelimb sensorimotor cortex,10,mg/ml,NA,15,W/cm2,15,Cold light,NR,NR,3,20,Task-specific training (TST),Other,10,Days,24,After stroke,240,Other histology (ex vivo),15.28,2.41,18.44,2.72,NA,NA,mm3,SD,0.775240994,0.935565703,2.41,0.122272958,2.72,None,NA,NA,NA,NA,NA,NA,Yes,No
Keiner_2009,"Keiner, S.",2009,Immunocytochemical detection of newly generated neurons in the perilesional area of cortical infarcts after intraventricular application of brain-derived neurotrophic factor,a,Rat,Wistar,Male,None,NA,12,13,14,250,275,300,1,14,1,14,1,14,Nitrous oxide,Isoflurane,Other,Sensorimotor cortex,10,mg/ml,NA,15,W/cm2,15,Cold light,NR,NR,4,20,BDNF (Brain-derived neurotrophic factor),Anti-apoptosis/regeneration,1,ug/mL,NR,After stroke,42,Other histology (ex vivo),6.39,1.28,8.2,2.8,NA,NA,mm3,SD,0.324200913,0.416032471,1.28,0.064941654,2.8,None,NA,NA,NA,NA,NA,NA,Yes,No
Kelly_2001,"Kelly, K. M.",2001,Photothrombotic brain infarction results in seizure activity in aging Fischer 344 and Sprague Dawley rats,a,Rat,Fischer 344,Male,Aged,NA,8,68,128,NR,NR,NR,9,5,0,NA,NA,NA,Equithesin,NA,"Scalp retracted, skull intact",Fronto-parietal cerebral cortex,80,mg/kg,80,100,W,NA,Halogen lamp,Halogen,800,6,10,None,NA,NA,NA,NA,NA,720,Other histology (ex vivo),4.25,0.25,NA,NA,NA,NA,mm3,SEM,0.215626585,NA,0.559016994,0.0283621,NA,None,NA,NA,NA,NA,NA,NA,No,No
Kelly_2001,"Kelly, K. M.",2001,Photothrombotic brain infarction results in seizure activity in aging Fischer 344 and Sprague Dawley rats,b,Rat,Fischer 344,Male,Aged,NA,12,58,104,NR,NR,NR,9,3,0,NA,NA,NA,Equithesin,NA,"Scalp retracted, skull intact",Fronto-parietal cerebral cortex,80,mg/kg,80,100,W,NA,Halogen lamp,Halogen,800,3,10,None,NA,NA,NA,NA,NA,720,Other histology (ex vivo),0.69,0.09,NA,NA,NA,NA,mm3,SEM,0.03500761,NA,0.155884573,0.007908908,NA,None,NA,NA,NA,NA,NA,NA,No,No
Kharlamov_1997,"Kharlamov, A.",1997,Cycloheximide reduces the size of lesion caused in rats by a photothrombotic model of brain injury,a,Rat,Sprague-Dawley,Male,None,NA,NR,NR,NR,260,280,300,1,10,1,10,1,10,NR,NA,NR,NR,80,mg/kg,80,NR,NA,NA,NR,NR,NR,NR,NR,Cycloheximide,Anti-apoptosis/regeneration,2.5,mg/kg,-1,Before stroke,24,Other histology (ex vivo),12.86,0.9,7.93,2.01,NA,NA,mm3,SEM,0.65246068,0.402333841,2.846049894,0.14439624,6.356178097,None,NA,NA,NA,NA,NA,NA,No,No
Kharlamov_2000,"Kharlamov, A.",2000,Age-dependent increase in infarct volume following photochemically induced cerebral infarction: putative role of astroglia,a,Rat,Fischer 344,NR,None,NA,NR,17,NR,NR,NR,NR,3,NR,0,NR,NA,NA,Equithesin,NA,"Scalp retracted, skull intact",Parietal sensorimotor neocortex,80,mg/kg,80,NR,NA,NA,Cold light,NR,NR,NR,10,None,NA,NA,NA,NA,NA,168,Other histology (ex vivo),27.47,NR,NA,NA,NA,NA,mm3,NR,1.393708777,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,Yes,No
Kharlamov_2000,"Kharlamov, A.",2000,Age-dependent increase in infarct volume following photochemically induced cerebral infarction: putative role of astroglia,b,Rat,Fischer 344,NR,Aged,NA,NR,89,NR,NR,NR,NR,3,NR,0,NR,NA,NA,Equithesin,NA,"Scalp retracted, skull intact",Parietal sensorimotor neocortex,80,mg/kg,80,NR,NA,NA,Cold light,NR,NR,NR,10,None,NA,NA,NA,NA,NA,168,Other histology (ex vivo),45.6,NR,NA,NA,NA,NA,mm3,NR,2.313546423,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,Yes,No
Kharlamov_2000,"Kharlamov, A.",2000,Age-dependent increase in infarct volume following photochemically induced cerebral infarction: putative role of astroglia,c,Rat,Fischer 344,NR,Aged,NA,NR,117,NR,NR,NR,NR,3,NR,0,NR,NA,NA,Equithesin,NA,"Scalp retracted, skull intact",Parietal sensorimotor neocortex,80,mg/kg,80,NR,NA,NA,Cold light,NR,NR,NR,10,None,NA,NA,NA,NA,NA,168,Other histology (ex vivo),46.51,NR,NA,NA,NA,NA,mm3,NR,2.35971588,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,Yes,No
Kharlamov_1994,"Kharlamov, A.",1994,"LIGA20, a lyso derivative of ganglioside GM1, given orally after cortical thrombosis reduces infarct size and associated cognition deficit",a,Rat,NR,NR,None,NA,NR,NR,NR,NR,NR,NR,2,10,3,10,1.5,6.666666667,NR,NA,"Scalp retracted, skull intact",Parietal sensorimotor neocortex,NR,NR,NA,NR,NA,NA,NR,NR,NR,3,10,LIGA20,Excitotoxicity,294,umol/kg,1,After stroke,168,Other histology (ex vivo),27,2.5,17,3.7,NA,NA,mm3,SE,1.369863014,0.862506342,7.90569415,0.401100667,11.70042734,None,NA,NA,NA,NA,NA,NA,No,Yes
Kharlamov_1994,"Kharlamov, A.",1994,"LIGA20, a lyso derivative of ganglioside GM1, given orally after cortical thrombosis reduces infarct size and associated cognition deficit",b,Rat,NR,NR,None,NA,NR,NR,NR,NR,NR,NR,2,10,3,10,1.5,6.666666667,NR,NA,"Scalp retracted, skull intact",Parietal sensorimotor neocortex,NR,NR,NA,NR,NA,NA,NR,NR,NR,3,10,MK-801 (dizocilpine maleate),Excitotoxicity,8.3,umol/kg,-1,Before stroke,168,Other histology (ex vivo),25,3.3,20,5.8,NA,NA,mm3,SE,1.268391679,1.014713343,10.43551628,0.529452881,18.34121043,None,NA,NA,NA,NA,NA,NA,No,No
Kim_2015,"Kim, D.",2015,Longitudinal changes in resting-state brain activity in a capsular infarct model,a,Rat,Sprague-Dawley,NR,None,NA,NR,9,NR,NR,NR,NR,2,7,0,NA,NA,NA,Ketamine,Xylazine,Skull breached,Posterior Limb of the Internal Capsule,20,mg/kg,20,4,mW,NA,Green laser,Diode-pumped solid state laser,NR,0.0625,1.5,None,NA,NA,NA,NA,NA,504,Other histology (ex vivo),0.8,0.5,NA,NA,NA,NA,mm3,SD,0.040588534,NA,0.5,0.025367834,NA,None,NA,NA,NA,NA,NA,NA,No,No
Kim_2000,"Kim, G. W.",2000,Involvement of oxidative stress and caspase-3 in cortical infarction after photothrombotic ischemia in mice,a,Mouse,CD-1,Male,None,NA,NR,12,NR,35,37.5,40,2,15,2,15,1,15,Chloral hydrate,Xylazine,"Scalp retracted, skull intact",NR,30,mg/kg,30,0.33,mW/cm2,0.00033,Halogen lamp,Halogen,560,1.4,5,U-74389G (Methylated Tirilazad),Anti-oxidants,10,mg/kg,-0.5,Before stroke,72,Other histology (ex vivo),18,4.3,9.9,3.2,NA,NA,mm3,SD,3.536971174,1.945334146,4.3,0.844943114,3.2,None,NA,NA,NA,NA,NA,NA,Yes,No
Kim_2014,"Kim, H. S",2014,"A rat model of photothrombotic capsular infarct with a marked motor deficit: a behavioral, histologic, and microPET study",a,Rat,Sprague-Dawley,Male,None,NA,8,8.5,9,NR,NR,NR,2,7,0,NA,NA,NA,Ketamine,Xylazine,Skull breached,Posterior Limb of the Internal Capsule,20,mg/kg,20,2.5,mW,NA,Fibre-optic,NR,532,0.0625,1.5,None,NA,NA,NA,NA,NA,504,Other histology (ex vivo),0.6,0.2,NA,NA,NA,NA,mm3,SEM,0.0304414,NA,0.529150262,0.026846792,NA,None,NA,NA,NA,NA,NA,NA,No,No
Kim_2013,"Kim, J. H.",2013,Electroacupuncture preconditioning reduces cerebral ischemic injury via BDNF and SDF-1alpha in mice,a,Mouse,C57BL/6,Male,None,NA,NR,NR,NR,20,22.5,25,1,12,1,12,1,12,Nitrous oxide,Isoflurane,"Scalp retracted, skull intact",NR,0.1,mL,44.44444444,NR,NA,NA,LCD,NR,NR,4,15,Electroacupuncture,Other,2,Hz,-72,Before stroke,24,TTC (ex vivo),NR,NR,NR,NR,-43.5,NA,NR,SEM,NA,NA,NA,NA,NA,0-4 limb scale,0.33,0.14,0,0,SEM,24,No,No
Kim_2016,"Kim, J. Y.",2016,Day/night difference in extradural cortical stimulation for motor relearning in a subacute stroke rat model,a,Rat,Sprague-Dawley,Male,None,NA,NR,NR,NR,250,275,300,1,7,2,10,2,3.5,Ketamine,Xylazine,Other,Primary forelimb somatosensory cortex (S1FL),20,mg/kg,20,NR,NA,NA,Cold light,NR,NR,5,20,ECS: extradural cortical stimulation,Other,50,Hz,96,After stroke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Garcia Score,NR,NR,NR,NR,NR,NR,No,Yes
Kim_2018,"Kim, M. J.",2018,Pretreatment with Shuanghe-Tang Extract Attenuates Postischemic Brain Injury and Edema in a Mouse Model of Stroke: An Analysis of Medicinal Herbs Listed in Dongui Bogam,a,Mouse,C57BL/6,Male,None,NA,NR,NR,NR,NR,NR,NR,1,9,2,4,2,4.5,Nitrous oxide,Isoflurane,Skull breached,Sensorimotor cortex,10,mg/ml,NA,NR,NA,NA,LED,LED,NR,NR,15,Shuanghe-tang,Other,500,mg/kg,-96,Before stroke,24,TTC (ex vivo),52.13,4.68,24.37,0.38,NA,NA,mm3,SEM,10.24346152,4.788665972,14.04,2.758837515,0.76,0-4 limb scale,2.5,0.17,1.74,0.26,SEM,24,No,Yes
Kim_2018,"Kim, M. J.",2018,Pretreatment with Shuanghe-Tang Extract Attenuates Postischemic Brain Injury and Edema in a Mouse Model of Stroke: An Analysis of Medicinal Herbs Listed in Dongui Bogam,b,Mouse,C57BL/6,Male,None,NA,NR,NR,NR,NR,NR,NR,1,9,2,4,2,4.5,Nitrous oxide,Isoflurane,Skull breached,Sensorimotor cortex,10,mg/ml,NA,NR,NA,NA,LED,LED,NR,NR,15,Zengsunsiwu-tang,Other,500,mg/kg,-96,Before stroke,24,TTC (ex vivo),52.13,4.68,36.19,4.31,NA,NA,mm3,SEM,10.24346152,7.111277043,14.04,2.758837515,8.62,0-4 limb scale,2.5,0.17,2,0,SEM,24,No,Yes
Kimura_2005,"Kimura, R.",2005,Vascular endothelial growth factor antagonist reduces brain edema formation and venous infarction,a,Rat,Wistar,Male,None,NA,NR,NR,NR,230,265,300,1,15,1,10,1,15,Nitrous oxide,Halothane,Skull thinned,Cerebral cortex,NR,NR,NA,NR,NR,NA,NR,NR,NR,NR,NR,VEGF antagonist (Vascular endothelial growth factor antagonist),Blood flow,2,mg/kg,0,During stroke,24,MRI (in vivo),3.96,1.13,0.58,0.28,NA,NA,mm3,SEM,0.200913242,0.029426687,4.376471181,0.222043185,0.885437745,None,NA,NA,NA,NA,NA,NA,No,No
Kitayama_2001,"Kitayama, J.",2001,Inhibition of Na+/H+ exchanger reduces infarct volume of focal cerebral ischemia in rats,a,Rat,Spontaneously Hypertensive Rat (SHR),Male,Hypertension,Genetic,22,28.5,35,330,384,438,1,10,1,10,1,10,Nitrous oxide,Halothane,Skull breached,Distal middle cerebral artery (dMCA),20,mg/kg,20,20,mW,NA,Krypton laser,Krypton laser,568,NR,4,FR183998,Excitotoxicity,1,mg/kg,0,During stroke,72,TTC (ex vivo),115,12,82,8,NA,NA,mm3,SEM,5.834601725,4.160324708,37.94733192,1.925283203,25.29822128,None,NA,NA,NA,NA,NA,NA,No,No
Kleinschnitz_2003,"Kleinschnitz, C.",2003,In vivo monitoring of macrophage infiltration in experimental ischemic brain lesions by magnetic resonance imaging,a,Rat,Wistar,Male,None,NA,NR,NR,NR,220,235,250,1,58,0,NA,NA,NA,Enflurane,NA,"Scalp retracted, skull intact",NR,10,g/L,17.0212766,NR,NA,NA,Cold light,NR,NR,NR,20,None,NA,NA,NA,NA,NA,24,MRI (in vivo),15.08,0.93,NA,NA,NA,NA,mm3,NR,0.765093861,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,Yes,No
Kleinschnitz_2008,"Kleinschnitz, C.",2008,Blocking of platelets or intrinsic coagulation pathway-driven thrombosis does not prevent cerebral infarctions induced by photothrombosis,a,Mouse,C57BL/6,Male,None,NA,NR,NR,NR,20,22.5,25,1,20,5,18,5,4,Nitrous oxide,Enflurane,"Scalp retracted, skull intact",NR,10,g/L,88.88888889,NR,NA,NA,Cold light,NR,NR,NR,20,Anti-GPIbalpha antibodies,Thrombolytics,100,ug,-24,Before stroke,24,MRI (in vivo),12.2,3.8,10.8,3.2,NA,NA,Indirect rLV % hemisphere,SD,6.1,5.4,3.8,1.9,3.2,None,NA,NA,NA,NA,NA,NA,Yes,Yes
Kleinschnitz_2008,"Kleinschnitz, C.",2008,Blocking of platelets or intrinsic coagulation pathway-driven thrombosis does not prevent cerebral infarctions induced by photothrombosis,b,Mouse,C57BL/6,Male,None,NA,NR,NR,NR,20,22.5,25,1,20,5,9,5,4,Nitrous oxide,Enflurane,"Scalp retracted, skull intact",NR,10,g/L,88.88888889,NR,NA,NA,Cold light,NR,NR,NR,20,JON/A-F(ab)2,Thrombolytics,100,ug,-24,Before stroke,24,MRI (in vivo),12.2,3.8,9.2,2.8,NA,NA,Indirect rLV % hemisphere,SD,6.1,4.6,3.8,1.9,2.8,None,NA,NA,NA,NA,NA,NA,Yes,Yes
Kleinschnitz_2008,"Kleinschnitz, C.",2008,Blocking of platelets or intrinsic coagulation pathway-driven thrombosis does not prevent cerebral infarctions induced by photothrombosis,c,Mouse,C57BL/6,Male,None,NA,NR,NR,NR,20,22.5,25,1,20,5,7,5,4,Nitrous oxide,Enflurane,"Scalp retracted, skull intact",NR,10,g/L,88.88888889,NR,NA,NA,Cold light,NR,NR,NR,20,Low-molecular-weight heparin (LMWH),Thrombolytics,NR,NA,-24,Before stroke,24,MRI (in vivo),12.2,3.8,13.8,2.9,NA,NA,Indirect rLV % hemisphere,SD,6.1,6.9,3.8,1.9,2.9,None,NA,NA,NA,NA,NA,NA,Yes,Yes
Kleinschnitz_2005,"Kleinschnitz, C.",2005,In vivo detection of developing vessel occlusion in photothrombotic ischemic brain lesions in the rat by iron particle enhanced MRI,a,Rat,Wistar,Male,None,NA,NR,NR,NR,200,210,220,1,6,0,NA,NA,NA,Enflurane,NA,"Scalp retracted, skull intact",NR,10,g/L,19.04761905,NR,NA,NA,Cold light,NR,NR,NR,20,None,NA,NA,NA,NA,NA,24,MRI (in vivo),8.79,2.39,NA,NA,NA,NA,Indirect rLV % hemisphere,SD,4.395,NA,2.39,1.195,NA,None,NA,NA,NA,NA,NA,NA,Yes,No
Kluska_2005,"Kluska, M. M.",2005,"Neurogenesis in the adult dentate gyrus after cortical infarcts: effects of infarct location, N-methyl-D-aspartate receptor blockade and anti-inflammatory treatment",a,Rat,Wistar,Male,None,NA,12,13,14,280,295,310,1,7,2,5,2,3.5,Nitrous oxide,Enflurane,"Scalp retracted, skull intact",Somatosensory cortex,1.3,mg/100mg,NA,NR,NA,NA,Cold light,NR,NR,NR,20,MK-801 (dizocilpine maleate),Excitotoxicity,2,mg/kg,-0.5,Before stroke,672,Other histology (ex vivo),1.9,0.4,2.4,0.5,NA,NA,mm (diameter),SD,NA,NA,0.4,NA,0.5,None,NA,NA,NA,NA,NA,NA,Yes,No
Kluska_2005,"Kluska, M. M.",2005,"Neurogenesis in the adult dentate gyrus after cortical infarcts: effects of infarct location, N-methyl-D-aspartate receptor blockade and anti-inflammatory treatment",b,Rat,Wistar,Male,None,NA,12,13,14,280,295,310,1,7,2,6,2,3.5,Nitrous oxide,Enflurane,"Scalp retracted, skull intact",Somatosensory cortex,1.3,mg/100mg,NA,NR,NA,NA,Cold light,NR,NR,NR,20,Indomethacin,Anti-inflammation,2.5,mg/kg,-24,Before stroke,672,Other histology (ex vivo),1.9,0.4,2.5,0.2,NA,NA,mm (diameter),SD,NA,NA,0.4,NA,0.2,None,NA,NA,NA,NA,NA,NA,Yes,No
Knieling_2009,"Knieling, M.",2009,Enriched environment promotes efficiency of compensatory movements after cerebral ischemia in rats,a,Rat,Wistar,Male,None,NA,NR,NR,NR,280,290,300,2,8,0,NA,NA,NA,Enflurane,NA,"Scalp retracted, skull intact",Forelimb motor cortex,0.4,mL,NA,NR,NA,NA,Cold light,NR,NR,2.4,20,None,NA,NA,NA,NA,NA,672,Other histology (ex vivo),7.6,1.2,NA,NA,NA,NA,mm3,SEM,0.385591071,NA,3.39411255,0.172202565,NA,Other,22.5,NR,NA,NA,SEM,72,Yes,No
